m,budgetViolation,per_cluster_vio,worstPossibleFairVio,objective,FairType,name,num_colors
0.01,0.48262710331710934,"[0, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0, 0.2068150578913424, 0, 0.18992513360479613, 0.48262710331710934]",0.48262710331710934,9.745336819977783,FairType.DET,adult_sex,2
0.020000000000000004,0.48262710331710934,"[0, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0, 0.2068150578913424, 0, 0.2068150578913424, 0.48262710331710934]",0.48262710331710934,9.745336819977783,FairType.DET,adult_sex,2
0.030000000000000006,0.48262710331710934,"[0, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.023027489231243425, 0.4612832297993228, 0.03298217110277757, 0.25839879813364985, 0.48262710331710934]",0.48262710331710934,9.745336819977783,FairType.DET,adult_sex,2
0.04000000000000001,0.48262710331710934,"[0.014473298676243973, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.06234249164320682, 0.48262710331710934, 0.08559676116087955, 0.448264843561722, 0.48262710331710934]",0.48262710331710934,9.745336819977783,FairType.DET,adult_sex,2
0.05000000000000001,0.48262710331710934,"[0.03668492230505094, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.1016574940551701, 0.48262710331710934, 0.13821135121898154, 0.48262710331710934, 0.48262710331710934]",0.48262710331710934,9.745336819977783,FairType.DET,adult_sex,2
0.06000000000000001,0.48262710331710934,"[0.05882841211904563, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.1408518983002256, 0.48262710331710934, 0.19066454682905254, 0.48262710331710934, 0.48262710331710934]",0.48262710331710934,9.745336819977783,FairType.DET,adult_sex,2
0.07,0.48262710331710934,"[0.0810400357478526, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.18016690071218888, 0.48262710331710934, 0.24327913688715452, 0.48262710331710934, 0.48262710331710934]",0.48262710331710934,9.745336819977783,FairType.DET,adult_sex,2
0.08,0.48262710331710934,"[0.10318352556184729, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.21936130495724437, 0.48262710331710934, 0.2957323324972255, 0.48262710331710934, 0.48262710331710934]",0.48262710331710934,9.745336819977783,FairType.DET,adult_sex,2
0.09000000000000001,0.48262710331710934,"[0.12539514919065425, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.25867630736920777, 0.48262710331710934, 0.3483469225553275, 0.48262710331710934, 0.48262710331710934]",0.48262710331710934,9.745336819977783,FairType.DET,adult_sex,2
0.1,0.48262710331710934,"[0.14760677281946125, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934, 0.29799130978117105, 0.48262710331710934, 0.4009615126134295, 0.48262710331710934, 0.48262710331710934]",0.48262710331710934,9.745336819977783,FairType.DET,adult_sex,2
