num_clusters,Run_Time,m,lowers,uppers,budgetViolation,perClusterVio,worstPossibleFairVio,objective,FairType,name,num_colors
10,1045.974496126997,0.01,"[0.2068150578913424, 0.4809279536869598]","[0.5173728966828907, 0.8557838791464909]",0.48262710331710934,"[0.2068150578913424, 0.01813581260832353, 0, 0.48262710331710934, 0.010386486462770989, 0.48262710331710934, 0.00586569080273483, 0, 0.48262710331710934, 0]",0.48262710331710934,9.664125679811303,FairType.PROB,adult_sex,2
10,1045.974496126997,0.01,"[0.2068150578913424, 0.4809279536869598]","[0.5173728966828907, 0.8557838791464909]",0.48262710331710934,"[0.2068150578913424, 0.01813581260832353, 0, 0.48262710331710934, 0.48262710331710934, 0.2068150578913424, 0.00586569080273483, 0, 0.48262710331710934, 0]",0.48262710331710934,9.664125679811303,FairType.PROB,adult_sex,2
10,1045.974496126997,0.01,"[0.2068150578913424, 0.4809279536869598]","[0.5173728966828907, 0.8557838791464909]",0.48262710331710934,"[0.2068150578913424, 0.01813581260832353, 0.2068150578913424, 0.2068150578913424, 0.48262710331710934, 0.2068150578913424, 0.00586569080273483, 0, 0.48262710331710934, 0.2068150578913424]",0.48262710331710934,9.664125679811303,FairType.PROB,adult_sex,2
10,1045.974496126997,0.01,"[0.2068150578913424, 0.4809279536869598]","[0.5173728966828907, 0.8557838791464909]",0.48262710331710934,"[0.2068150578913424, 0.01813581260832353, 0.2068150578913424, 0.2068150578913424, 0.48262710331710934, 0.2068150578913424, 0.00586569080273483, 0.48262710331710934, 0.48262710331710934, 0.2068150578913424]",0.48262710331710934,9.664125679811303,FairType.PROB,adult_sex,2
10,1045.974496126997,0.01,"[0.2068150578913424, 0.4809279536869598]","[0.5173728966828907, 0.8557838791464909]",0.48262710331710934,"[0.48262710331710934, 0.01813581260832353, 0.48262710331710934, 0.2068150578913424, 0.48262710331710934, 0.2068150578913424, 0.00586569080273483, 0.48262710331710934, 0.48262710331710934, 0.2068150578913424]",0.48262710331710934,9.664125679811303,FairType.PROB,adult_sex,2
10,1045.974496126997,0.01,"[0.2068150578913424, 0.4809279536869598]","[0.5173728966828907, 0.8557838791464909]",0.48262710331710934,"[0.48262710331710934, 0.01813581260832353, 0.2068150578913424, 0.2068150578913424, 0.48262710331710934, 0.48262710331710934, 0.00586569080273483, 0.48262710331710934, 0.48262710331710934, 0.2068150578913424]",0.48262710331710934,9.664125679811303,FairType.PROB,adult_sex,2
10,1045.974496126997,0.01,"[0.2068150578913424, 0.4809279536869598]","[0.5173728966828907, 0.8557838791464909]",0.48262710331710934,"[0.48262710331710934, 0.01813581260832353, 0.2068150578913424, 0.2068150578913424, 0.48262710331710934, 0.48262710331710934, 0.00586569080273483, 0.48262710331710934, 0.48262710331710934, 0.2068150578913424]",0.48262710331710934,9.664125679811303,FairType.PROB,adult_sex,2
10,1045.974496126997,0.01,"[0.2068150578913424, 0.4809279536869598]","[0.5173728966828907, 0.8557838791464909]",0.48262710331710934,"[0.48262710331710934, 0.2068150578913424, 0.2068150578913424, 0.2068150578913424, 0.48262710331710934, 0.2068150578913424, 0.00586569080273483, 0.48262710331710934, 0.48262710331710934, 0.2068150578913424]",0.48262710331710934,9.664125679811303,FairType.PROB,adult_sex,2
10,1045.974496126997,0.01,"[0.2068150578913424, 0.4809279536869598]","[0.5173728966828907, 0.8557838791464909]",0.48262710331710934,"[0.48262710331710934, 0.2068150578913424, 0.2068150578913424, 0.2068150578913424, 0.48262710331710934, 0.2068150578913424, 0.00586569080273483, 0.48262710331710934, 0.48262710331710934, 0.2068150578913424]",0.48262710331710934,9.664125679811303,FairType.PROB,adult_sex,2
10,1045.974496126997,0.01,"[0.2068150578913424, 0.4809279536869598]","[0.5173728966828907, 0.8557838791464909]",0.48262710331710934,"[0.48262710331710934, 0.2068150578913424, 0.2068150578913424, 0.2068150578913424, 0.48262710331710934, 0.2068150578913424, 0.00586569080273483, 0.48262710331710934, 0.48262710331710934, 0.48262710331710934]",0.48262710331710934,9.664125679811303,FairType.PROB,adult_sex,2
