m,budgetViolation,per_cluster_vio,worstPossibleFairVio,objective,FairType,name,num_colors
0.001,0.6916453903613519,"[0, 0.43196420721810874, 0.6916453903613519, 0.6916453903613519]",0.6916453903613519,30.058257718274326,FairType.DET,census1990_ss_age_3_classes,3
0.0032500000000000003,0.6916453903613519,"[0, 0.6916453903613519, 0.6916453903613519, 0.6916453903613519]",0.6916453903613519,30.058257718274326,FairType.DET,census1990_ss_age_3_classes,3
0.0055000000000000005,0.6916453903613519,"[0, 0.6916453903613519, 0.6916453903613519, 0.6916453903613519]",0.6916453903613519,30.058257718274326,FairType.DET,census1990_ss_age_3_classes,3
0.007750000000000001,0.6916453903613519,"[0, 0.6916453903613519, 0.6916453903613519, 0.6916453903613519]",0.6916453903613519,30.058257718274326,FairType.DET,census1990_ss_age_3_classes,3
0.01,0.6916453903613519,"[0, 0.6916453903613519, 0.6916453903613519, 0.6916453903613519]",0.6916453903613519,30.058257718274326,FairType.DET,census1990_ss_age_3_classes,3
